offset,Chord,NormalForm,PCsinNormalForm,file,Composer,MeasureNumber,MeasureCount
21.5,<music21.chord.Chord G#3 E-4 G#4 B1 B2>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,3,3.3
22.0,<music21.chord.Chord G#3 E-4 G#4 B1 B2>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,3,3.7
22.5,<music21.chord.Chord G#3 E-4 G#4 B1 B2>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,3,4.0
23.0,<music21.chord.Chord B-1 B-2>,[0],[10],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,3,4.3
23.5,<music21.chord.Chord G#4 B1 B2>,"[0, 3]","[8, 11]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,3,4.7
24.0,<music21.chord.Chord E4 E5 C#2 C#3>,"[0, 3]","[1, 4]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,4,1.0
24.5,<music21.chord.Chord G#4 C#5 E4 E5 C#2 C#3>,"[0, 3, 7]","[1, 4, 8]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,4,1.3
25.0,<music21.chord.Chord G#4 C#5 E4 E5 C#2 C#3>,"[0, 3, 7]","[1, 4, 8]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,4,1.7
25.5,<music21.chord.Chord G#3 G#4 B1 B2>,"[0, 3]","[8, 11]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,4,2.0
26.0,<music21.chord.Chord C#4 E4 G#3 G#4 B1 B2>,"[0, 3, 5, 8]","[8, 11, 1, 4]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,4,2.3
26.5,<music21.chord.Chord C#4 E4 G#3 G#4 B1 B2>,"[0, 3, 5, 8]","[8, 11, 1, 4]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,4,2.7
27.0,<music21.chord.Chord C#4 C#5 B-1 B-2>,"[0, 3]","[10, 1]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,4,3.0
27.5,<music21.chord.Chord E4 G#4 C#4 C#5 B-1 B-2>,"[0, 2, 5, 8]","[8, 10, 1, 4]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,4,3.3
28.0,<music21.chord.Chord E4 G#4 C#4 C#5 B-1 B-2>,"[0, 2, 5, 8]","[8, 10, 1, 4]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,4,3.7
28.5,<music21.chord.Chord E4 G#1 G#2 E3>,"[0, 4]","[4, 8]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,4,4.0
29.0,<music21.chord.Chord B-3 C#4 E4 G#1 G#2 E3>,"[0, 2, 5, 8]","[8, 10, 1, 4]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,4,4.3
29.5,<music21.chord.Chord B-3 C#4 E4 G#1 G#2 E3>,"[0, 2, 5, 8]","[8, 10, 1, 4]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,4,4.7
30.0,<music21.chord.Chord E-3 B-3 C#4 E-4 G1>,"[0, 3, 6, 8]","[7, 10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,5,1.0
30.125,<music21.chord.Chord E-3 B-3 C#4 E-4 G2 G1>,"[0, 3, 6, 8]","[7, 10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,5,1.083
30.5,<music21.chord.Chord B-3 C#4 E-4 E-3>,"[0, 3, 5]","[10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,5,1.3
31.0,<music21.chord.Chord B-3 C#4 E-4 E-3>,"[0, 3, 5]","[10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,5,1.7
31.5,<music21.chord.Chord B-3 C#4 E-4 E-3>,"[0, 3, 5]","[10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,5,2.0
32.0,<music21.chord.Chord B-3 C#4 E-4 E-3>,"[0, 3, 5]","[10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,5,2.3
32.5,<music21.chord.Chord B-3 C#4 E-4 E-3>,"[0, 3, 5]","[10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,5,2.7
33.0,<music21.chord.Chord B-3 C#4 E-4 E-3>,"[0, 3, 5]","[10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,5,3.0
33.5,<music21.chord.Chord B-3 C#4 E-4 E-3>,"[0, 3, 5]","[10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,5,3.3
34.0,<music21.chord.Chord A5 B-3 C#4 E-4 E-3>,"[0, 1, 4, 6]","[9, 10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,5,3.7
34.5,<music21.chord.Chord B-5 B-3 C#4 E-4 E-3>,"[0, 3, 5]","[10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,5,4.0
35.0,<music21.chord.Chord E-5 E-6 E-3>,[0],[3],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,5,4.3
35.75,<music21.chord.Chord C#5 C#6 E-3>,"[0, 2]","[1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,5,4.83
36.0,<music21.chord.Chord C#5 C#6 G#3 G#2>,"[0, 5]","[8, 1]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,6,1.0
36.5,<music21.chord.Chord E-5 G#5 G#3 B3 E-4>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,6,1.3
37.0,<music21.chord.Chord E-5 G#5 G#3 B3 E-4>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,6,1.7
37.5,<music21.chord.Chord B4 B5 G#3 B3 E-4>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,6,2.0
38.0,<music21.chord.Chord E-5 G#5 B4 B5 G#3 B3 E-4>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,6,2.3
38.5,<music21.chord.Chord E-5 G#5 B4 B5 G#3 B3 E-4>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,6,2.7
39.0,<music21.chord.Chord E-5 G#5 B4 B5 G#3 B3 E-4>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,6,3.0
39.5,<music21.chord.Chord E-5 G#5 B4 B5>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,6,3.3
40.0,<music21.chord.Chord B4 B5 E-5 G#5 F3 F2>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,6,3.7
40.5,<music21.chord.Chord B-4 B-5 E-5 F#5 F#3 F#2>,"[0, 3, 7]","[3, 6, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,6,4.0
41.0,<music21.chord.Chord E-5 F#5 B-4 B-5 F#3 F#2>,"[0, 3, 7]","[3, 6, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,6,4.3
41.5,<music21.chord.Chord G#4 G#5 E-5 B3 B2>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,6,4.7
42.0,<music21.chord.Chord F#4 F#5 B-3 B-2>,"[0, 4]","[6, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,7,1.0
42.5,<music21.chord.Chord B-4 E-5 F#4 F#5 B-3 E-4>,"[0, 3, 7]","[3, 6, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,7,1.3
43.0,<music21.chord.Chord B-4 E-5 F#4 F#5 B-3 E-4>,"[0, 3, 7]","[3, 6, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,7,1.7
43.5,<music21.chord.Chord B-4 E-5 F#4 F#5 B-3 E-4>,"[0, 3, 7]","[3, 6, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,7,2.0
44.0,<music21.chord.Chord B-4 E-5 F#4 F#5 B-3 E-4>,"[0, 3, 7]","[3, 6, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,7,2.3
44.5,<music21.chord.Chord B-4 E-5 F#4 F#5 B-3 E-4>,"[0, 3, 7]","[3, 6, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,7,2.7
45.0,<music21.chord.Chord B-4 E-5 F#4 F#5 B-3 E-4>,"[0, 3, 7]","[3, 6, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,7,3.0
45.5,<music21.chord.Chord G#4 G#5 B-3 E-4 F#4>,"[0, 3, 5, 7]","[3, 6, 8, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,7,3.3
46.0,<music21.chord.Chord A4 A5 B-3 E-4 F#4>,"[0, 3, 6, 7]","[3, 6, 9, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,7,3.7
46.5,<music21.chord.Chord B-4 B-5 B-3 D4 G#4>,"[0, 2, 6]","[8, 10, 2]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,7,4.0
47.0,<music21.chord.Chord B-4 F5 B-3 D4 G#4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,7,4.3
47.5,<music21.chord.Chord B-4 F#5 B-3 D4 G#4>,"[0, 2, 4, 8]","[6, 8, 10, 2]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,7,4.7
48.0,<music21.chord.Chord F#4 E-5 B-3 E-4 E-3>,"[0, 3, 7]","[3, 6, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,8,1.0
48.5,<music21.chord.Chord F#4 E-5 E-4>,"[0, 3]","[3, 6]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,8,1.3
49.0,<music21.chord.Chord F#4 E-5 E-4>,"[0, 3]","[3, 6]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,8,1.7
49.5,<music21.chord.Chord F#4 E-5 E-4>,"[0, 3]","[3, 6]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,8,2.0
50.0,<music21.chord.Chord F#4 E-5 E-4>,"[0, 3]","[3, 6]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,8,2.3
50.5,<music21.chord.Chord F#4 E-5 E-4>,"[0, 3]","[3, 6]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,8,2.7
50.75,<music21.chord.Chord E-4>,[0],[3],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,8,2.83
51.0,<music21.chord.Chord E-4>,[0],[3],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,8,3.0
51.5,<music21.chord.Chord E-4>,[0],[3],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,8,3.3
52.0,<music21.chord.Chord D4>,[0],[2],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,8,3.7
52.5,<music21.chord.Chord E-4>,[0],[3],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,8,4.0
53.0,<music21.chord.Chord B-4>,[0],[10],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,8,4.3
53.75,<music21.chord.Chord G#4>,[0],[8],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,8,4.83
54.0,<music21.chord.Chord G#4 E-2>,"[0, 5]","[3, 8]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,9,1.0
54.5,<music21.chord.Chord C#4 E4 G#4>,"[0, 3, 7]","[1, 4, 8]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,9,1.3
55.0,<music21.chord.Chord C#4 E4 G#4>,"[0, 3, 7]","[1, 4, 8]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,9,1.7
55.5,<music21.chord.Chord G4 B-3>,"[0, 3]","[7, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,9,2.0
56.0,<music21.chord.Chord C#4 F#4 G4 B-3>,"[0, 1, 4, 7]","[6, 7, 10, 1]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,9,2.3
56.5,<music21.chord.Chord C#4 F#4 G4 B-3>,"[0, 1, 4, 7]","[6, 7, 10, 1]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,9,2.7
57.0,<music21.chord.Chord C#4 F#4 G4 B-3>,"[0, 1, 4, 7]","[6, 7, 10, 1]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,9,3.0
57.5,<music21.chord.Chord C#4 F#4 G4 B-3>,"[0, 1, 4, 7]","[6, 7, 10, 1]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,9,3.3
58.0,<music21.chord.Chord C#4 F#4 G4 E-3>,"[0, 2, 5, 6]","[1, 3, 6, 7]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,9,3.7
58.5,<music21.chord.Chord G4 B-3 E-3>,"[0, 4, 7]","[3, 7, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,9,4.0
59.0,<music21.chord.Chord C#4 E4 G4 E-3 B-3>,"[0, 3, 6, 8, 9]","[7, 10, 1, 3, 4]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,9,4.3
59.5,<music21.chord.Chord G#4 C#4 E4 G#3 E-3>,"[0, 2, 3, 7]","[1, 3, 4, 8]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,9,4.7
59.875,<music21.chord.Chord G#4 E-3 G#3>,"[0, 5]","[3, 8]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,9,4.917
60.0,<music21.chord.Chord B4 G3 E-3>,"[0, 4, 8]","[3, 7, 11]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,10,1.0
60.5,<music21.chord.Chord C#4 E-4 B4 E-3 G3>,"[0, 2, 4, 8]","[11, 1, 3, 7]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,10,1.3
61.0,<music21.chord.Chord C#4 E-4 B4 E-3 G3>,"[0, 2, 4, 8]","[11, 1, 3, 7]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,10,1.7
61.5,<music21.chord.Chord B-4 E-2>,"[0, 5]","[10, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,10,2.0
62.0,<music21.chord.Chord C#4 E-4 B-4>,"[0, 3, 5]","[10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,10,2.3
62.5,<music21.chord.Chord C#4 E-4 B-4>,"[0, 3, 5]","[10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,10,2.7
63.0,<music21.chord.Chord C#4 E-4 B-4>,"[0, 3, 5]","[10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,10,3.0
63.5,<music21.chord.Chord C#4 E-4 B-4>,"[0, 3, 5]","[10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,10,3.3
64.0,<music21.chord.Chord E-4>,[0],[3],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,10,3.7
64.5,<music21.chord.Chord B-4 E-3>,"[0, 5]","[10, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,10,4.0
65.0,<music21.chord.Chord C#4 E4 B-4 G3 E-3>,"[0, 3, 6, 8, 9]","[7, 10, 1, 3, 4]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,10,4.3
65.5,<music21.chord.Chord G#4 C#4 E4 G#3 E-3 G3>,"[0, 2, 3, 6, 7]","[1, 3, 4, 7, 8]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,10,4.7
65.875,<music21.chord.Chord G#4 E-3 G3 G#3>,"[0, 4, 5]","[3, 7, 8]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,10,4.917
66.0,<music21.chord.Chord G#4 B3 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,11,1.0
66.5,<music21.chord.Chord C#4 E4 G#4 B3 E-3>,"[0, 3, 5, 7, 8]","[8, 11, 1, 3, 4]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,11,1.3
67.0,<music21.chord.Chord C#4 E4 G#4 B3 E-3>,"[0, 3, 5, 7, 8]","[8, 11, 1, 3, 4]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,11,1.7
67.5,<music21.chord.Chord G4 B-3 E-3>,"[0, 4, 7]","[3, 7, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,11,2.0
68.0,<music21.chord.Chord C#4 F#4 G4 B-3 E-3>,"[0, 3, 5, 8, 9]","[10, 1, 3, 6, 7]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,11,2.3
68.5,<music21.chord.Chord C#4 F#4 G4 B-3 E-3>,"[0, 3, 5, 8, 9]","[10, 1, 3, 6, 7]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,11,2.7
69.0,<music21.chord.Chord C#4 F#4 G4 B-3 E-3>,"[0, 3, 5, 8, 9]","[10, 1, 3, 6, 7]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,11,3.0
69.5,<music21.chord.Chord C#4 F#4 G4 B-3 E-3>,"[0, 3, 5, 8, 9]","[10, 1, 3, 6, 7]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,11,3.3
70.0,<music21.chord.Chord C#4 F#4 G4 E-3>,"[0, 2, 5, 6]","[1, 3, 6, 7]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,11,3.7
70.5,<music21.chord.Chord G4 B-3 E-3>,"[0, 4, 7]","[3, 7, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,11,4.0
71.0,<music21.chord.Chord C#4 E4 G4 E-3 B-3>,"[0, 3, 6, 8, 9]","[7, 10, 1, 3, 4]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,11,4.3
71.5,<music21.chord.Chord G#4 C#4 E4 G#3 E-3>,"[0, 2, 3, 7]","[1, 3, 4, 8]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,11,4.7
71.875,<music21.chord.Chord G#4 E-3 G#3>,"[0, 5]","[3, 8]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,11,4.917
72.0,<music21.chord.Chord B4 G3 E-3>,"[0, 4, 8]","[3, 7, 11]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,12,1.0
72.5,<music21.chord.Chord C#4 E-4 B4 E-3 G3>,"[0, 2, 4, 8]","[11, 1, 3, 7]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,12,1.3
73.0,<music21.chord.Chord C#4 E-4 B4 E-3 G3>,"[0, 2, 4, 8]","[11, 1, 3, 7]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,12,1.7
73.5,<music21.chord.Chord B-4 E-2>,"[0, 5]","[10, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,12,2.0
74.0,<music21.chord.Chord C#4 E-4 B-4>,"[0, 3, 5]","[10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,12,2.3
74.5,<music21.chord.Chord C#4 E-4 B-4>,"[0, 3, 5]","[10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,12,2.7
75.0,<music21.chord.Chord C#4 E-4 B-4>,"[0, 3, 5]","[10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,12,3.0
75.5,<music21.chord.Chord C#4 E-4 B-4>,"[0, 3, 5]","[10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,12,3.3
76.0,<music21.chord.Chord A4>,[0],[9],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,12,3.7
76.5,<music21.chord.Chord B-4>,[0],[10],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,12,4.0
77.0,<music21.chord.Chord E-5>,[0],[3],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,12,4.3
